incident_id,timestamp,time,system_state,incident_phase,failing_service,service_name,project_id,cpu_percent,in_flight_queue,incoming_rate,processing_rate,queue_growth_rate,cpu_trend_5min_ma,cpu_trend_10min_ma,label
INC-01095,2026-05-01T18:15:00,18:15:00,healthy,normal,,Python,0,36.14,68.58,95.9,73.17,22.73,44.6308,43.8757,0
INC-01096,2026-05-01T18:16:00,18:16:00,failure,critical,Python,Python,0,91.05,127.45,118.86,103.52,15.34,56.3931,46.1294,1
INC-01097,2026-05-01T18:17:00,18:17:00,healthy,normal,,Python,0,45.92,41.12,113.68,77.89,35.8,47.9074,46.5553,0
INC-01098,2026-05-01T18:18:00,18:18:00,healthy,normal,,Php,3,29.96,20.34,115.23,70.42,44.81,49.8364,45.025,0
INC-01099,2026-05-01T18:19:00,18:19:00,healthy,normal,,Node.js,1,39.59,49.89,98.51,75.7,22.81,48.5331,45.4218,0
INC-01100,2026-05-01T18:20:00,18:20:00,healthy,normal,,Python,0,34.12,50.67,100.83,104.13,-3.3,48.1295,46.3801,0
INC-01101,2026-05-01T18:21:00,18:21:00,healthy,normal,,Ruby,5,33.53,23.94,87.59,54.46,33.13,36.6248,46.5089,0
INC-01102,2026-05-01T18:22:00,18:22:00,healthy,normal,,Java,4,28.82,20.53,131.4,107.02,24.38,33.2044,40.5559,0
INC-01103,2026-05-01T18:23:00,18:23:00,healthy,normal,,Ruby,5,48.32,59.73,137.13,134.54,2.59,36.8776,43.357,0
INC-01104,2026-05-01T18:24:00,18:24:00,healthy,normal,,Ruby,5,32.0,67.43,96.88,104.3,-7.42,35.3583,41.9457,0
INC-01105,2026-05-01T18:25:00,18:25:00,healthy,normal,,Python,0,40.6,53.81,165.62,180.98,-15.36,36.6533,42.3914,0
INC-01106,2026-05-01T18:26:00,18:26:00,healthy,normal,,Node.js,1,20.0,73.02,110.56,89.66,20.9,33.9478,35.2863,0
INC-01107,2026-05-01T18:27:00,18:27:00,healthy,normal,,Php,3,44.44,48.27,165.91,178.38,-12.47,37.0713,35.1378,0
INC-01108,2026-05-01T18:28:00,18:28:00,warning,degraded,Php,Php,3,73.42,48.91,100.74,62.23,38.51,42.0899,39.4837,1
INC-01109,2026-05-01T18:29:00,18:29:00,recovering,recovery,,Python,0,50.78,31.66,59.2,57.6,1.6,45.8465,40.6024,0
INC-01110,2026-05-01T18:30:00,18:30:00,recovering,recovery,,Java,4,48.18,18.8,132.07,121.68,10.38,47.3643,42.0088,0
INC-01111,2026-05-01T18:31:00,18:31:00,failure,critical,Python,Python,0,91.2,167.09,127.46,92.38,35.08,61.6043,47.776,0
INC-01112,2026-05-01T18:32:00,18:32:00,warning,degraded,Python,Python,0,83.31,72.63,121.03,103.32,17.71,69.3784,53.2248,0
INC-01113,2026-05-01T18:33:00,18:33:00,warning,degraded,Go,Go,2,50.89,22.15,100.73,66.96,33.77,64.8737,53.4818,0
INC-01114,2026-05-01T18:34:00,18:34:00,healthy,normal,,Go,2,41.26,53.12,118.96,123.22,-4.26,62.969,54.4078,0
INC-01115,2026-05-01T18:35:00,18:35:00,warning,degraded,Go,Go,2,57.71,48.0,104.66,81.53,23.14,64.8735,56.1189,0
INC-01116,2026-05-01T18:36:00,18:36:00,healthy,normal,,Python,0,34.84,44.52,110.93,101.28,9.65,53.6017,57.603,0
INC-01117,2026-05-01T18:37:00,18:37:00,healthy,normal,,Java,4,33.02,41.82,145.25,98.68,46.57,43.543,56.4607,0
INC-01118,2026-05-01T18:38:00,18:38:00,warning,degraded,Node.js,Node.js,1,61.57,57.63,125.53,88.26,37.27,45.6789,55.2763,0
INC-01119,2026-05-01T18:39:00,18:39:00,healthy,normal,,Python,0,34.92,66.36,138.3,151.57,-13.27,44.4109,53.69,0
INC-01120,2026-05-01T18:40:00,18:40:00,healthy,normal,,Java,4,25.93,58.05,113.04,110.39,2.65,38.0548,51.4642,0
INC-01121,2026-05-01T18:41:00,18:41:00,recovering,recovery,,Ruby,5,58.23,47.59,109.74,118.63,-8.89,42.7334,48.1675,0
INC-01122,2026-05-01T18:42:00,18:42:00,healthy,normal,,Java,4,20.65,46.86,85.4,63.87,21.53,40.2593,41.9012,0
INC-01123,2026-05-01T18:43:00,18:43:00,healthy,normal,,Java,4,39.32,68.74,108.9,74.3,34.6,35.8083,40.7436,0
INC-01124,2026-05-01T18:44:00,18:44:00,recovering,recovery,,Php,3,47.39,59.27,20.37,17.34,3.02,38.3026,41.3567,0
INC-01125,2026-05-01T18:45:00,18:45:00,warning,degraded,Go,Go,2,55.63,51.45,102.29,86.68,15.62,44.2437,41.1493,1
INC-01126,2026-05-01T18:46:00,18:46:00,healthy,normal,,Python,0,36.62,49.28,117.54,80.81,36.74,39.9209,41.3271,0
INC-01127,2026-05-01T18:47:00,18:47:00,healthy,normal,,Node.js,1,22.54,56.91,136.91,132.34,4.57,40.3004,40.2799,0
INC-01128,2026-05-01T18:48:00,18:48:00,healthy,normal,,Node.js,1,35.32,40.63,111.94,87.41,24.53,39.5003,37.6543,0
INC-01129,2026-05-01T18:49:00,18:49:00,failure,critical,Node.js,Node.js,1,76.62,146.43,130.43,90.41,40.02,45.3462,41.8244,1
INC-01130,2026-05-01T18:50:00,18:50:00,healthy,normal,,Php,3,38.69,28.48,54.61,41.83,12.78,41.9577,43.1007,0
INC-01131,2026-05-01T18:51:00,18:51:00,healthy,normal,,Go,2,27.61,41.77,118.29,104.32,13.98,40.1549,40.0379,0
INC-01132,2026-05-01T18:52:00,18:52:00,healthy,normal,,Python,0,31.39,62.22,69.61,67.06,2.56,41.9244,41.1124,0
INC-01133,2026-05-01T18:53:00,18:53:00,healthy,normal,,Python,0,37.35,27.34,83.75,70.43,13.32,42.3312,40.9157,0
INC-01134,2026-05-01T18:54:00,18:54:00,recovering,recovery,,Php,3,43.82,18.54,114.39,98.69,15.69,35.7717,40.5589,0
INC-01135,2026-05-01T18:55:00,18:55:00,healthy,normal,,Python,0,34.54,51.26,158.29,105.97,52.32,34.9409,38.4493,0
INC-01136,2026-05-01T18:56:00,18:56:00,warning,degraded,Java,Java,4,52.89,16.07,131.14,138.66,-7.52,39.9978,40.0763,0
INC-01137,2026-05-01T18:57:00,18:57:00,healthy,normal,,Go,2,40.05,24.02,120.55,128.31,-7.76,41.7288,41.8266,0
INC-01138,2026-05-01T18:58:00,18:58:00,warning,degraded,Go,Go,2,79.12,65.13,119.41,112.45,6.96,50.0823,46.2068,0
INC-01139,2026-05-01T18:59:00,18:59:00,recovering,recovery,,Go,2,72.34,45.9,98.59,60.02,38.57,55.7859,45.7788,0
INC-01140,2026-05-01T19:00:00,19:00:00,healthy,normal,,Java,4,35.73,75.71,103.68,90.05,13.63,56.0245,45.4827,0
INC-01141,2026-05-01T19:01:00,19:01:00,healthy,normal,,Node.js,1,41.31,25.9,132.82,121.48,11.34,53.7078,46.8528,0
INC-01142,2026-05-01T19:02:00,19:02:00,healthy,normal,,Php,3,20.75,48.12,78.44,86.07,-7.63,49.8494,45.7891,0
INC-01143,2026-05-01T19:03:00,19:03:00,warning,degraded,Go,Go,2,77.02,57.99,137.79,151.3,-13.51,49.4299,49.7561,0
INC-01144,2026-05-01T19:04:00,19:04:00,healthy,normal,,Node.js,1,41.21,26.59,108.34,111.47,-3.12,43.2043,49.4951,0
INC-01145,2026-05-01T19:05:00,19:05:00,failure,critical,Java,Java,4,84.13,150.64,144.77,91.48,53.29,52.8842,54.4544,1
INC-01146,2026-05-01T19:06:00,19:06:00,warning,degraded,Java,Java,4,74.9,60.21,148.83,160.24,-11.41,59.6025,56.6552,0
INC-01147,2026-05-01T19:07:00,19:07:00,failure,critical,Php,Php,3,85.96,97.81,69.81,63.27,6.54,72.6444,61.2469,1
INC-01148,2026-05-01T19:08:00,19:08:00,warning,degraded,Java,Java,4,61.34,49.25,102.55,102.6,-0.05,69.5072,59.4685,0
INC-01149,2026-05-01T19:09:00,19:09:00,healthy,normal,,Java,4,38.8,57.72,94.33,75.81,18.53,69.0257,56.115,0
INC-01150,2026-05-01T19:10:00,19:10:00,healthy,normal,,Php,3,26.49,38.2,65.62,49.86,15.76,57.4987,55.1914,0
INC-01151,2026-05-01T19:11:00,19:11:00,healthy,normal,,Java,4,43.17,20.4,89.02,74.03,14.99,51.1538,55.3782,0
INC-01152,2026-05-01T19:12:00,19:12:00,recovering,recovery,,Php,3,41.55,55.57,193.24,130.13,63.1,42.2713,57.4579,0
INC-01153,2026-05-01T19:13:00,19:13:00,warning,degraded,Php,Php,3,56.6,94.22,138.29,107.66,30.63,41.3241,55.4156,0
INC-01154,2026-05-01T19:14:00,19:14:00,warning,degraded,Go,Go,2,57.72,42.26,177.52,182.63,-5.11,45.1081,57.0669,1
INC-01155,2026-05-01T19:15:00,19:15:00,healthy,normal,,Php,3,41.08,81.38,144.87,89.67,55.2,48.0246,52.7616,0
INC-01156,2026-05-01T19:16:00,19:16:00,healthy,normal,,Python,0,30.07,34.95,97.74,66.02,31.72,45.4032,48.2785,0
INC-01157,2026-05-01T19:17:00,19:17:00,warning,degraded,Java,Java,4,54.22,54.31,108.55,71.92,36.63,47.936,45.1037,0
INC-01158,2026-05-01T19:18:00,19:18:00,healthy,normal,,Java,4,30.15,65.43,137.65,110.33,27.32,42.647,41.9855,0
INC-01159,2026-05-01T19:19:00,19:19:00,healthy,normal,,Python,0,34.74,49.83,133.13,146.24,-13.11,38.0512,41.5796,0
INC-01160,2026-05-01T19:20:00,19:20:00,warning,degraded,Java,Java,4,55.55,44.05,102.68,70.51,32.17,40.9465,44.4855,0
INC-01161,2026-05-01T19:21:00,19:21:00,healthy,normal,,Python,0,25.79,64.52,74.7,50.25,24.45,40.0906,42.7469,0
INC-01162,2026-05-01T19:22:00,19:22:00,healthy,normal,,Node.js,1,51.89,87.83,218.63,231.21,-12.58,39.6255,43.7807,0
INC-01163,2026-05-01T19:23:00,19:23:00,healthy,normal,,Php,3,28.12,56.01,115.77,120.51,-4.75,39.2177,40.9323,0
INC-01164,2026-05-01T19:24:00,19:24:00,healthy,normal,,Python,0,32.42,39.68,110.23,67.91,42.31,38.7521,38.4016,0
INC-01165,2026-05-01T19:25:00,19:25:00,recovering,recovery,,Java,4,47.06,46.2,123.4,120.42,2.98,37.054,39.0002,0
INC-01166,2026-05-01T19:26:00,19:26:00,healthy,normal,,Java,4,31.63,100.39,112.72,104.57,8.15,38.2226,39.1566,0
INC-01167,2026-05-01T19:27:00,19:27:00,healthy,normal,,Go,2,39.97,52.7,123.68,121.69,1.99,35.8386,37.7321,0
INC-01168,2026-05-01T19:28:00,19:28:00,healthy,normal,,Python,0,42.59,38.11,158.61,134.38,24.23,38.7326,38.9751,0
INC-01169,2026-05-01T19:29:00,19:29:00,warning,degraded,Node.js,Node.js,1,62.55,27.1,116.26,127.39,-11.13,44.7599,41.756,1
INC-01170,2026-05-01T19:30:00,19:30:00,healthy,normal,,Go,2,25.11,13.48,85.12,52.94,32.18,40.3691,38.7116,0
INC-01171,2026-05-01T19:31:00,19:31:00,healthy,normal,,Ruby,5,45.2,57.27,115.15,82.58,32.57,43.0824,40.6525,0
INC-01172,2026-05-01T19:32:00,19:32:00,healthy,normal,,Php,3,34.24,63.09,106.07,84.67,21.4,41.9357,38.8872,0
INC-01173,2026-05-01T19:33:00,19:33:00,healthy,normal,,Node.js,1,48.84,42.07,162.72,134.22,28.49,43.1872,40.9599,0
INC-01174,2026-05-01T19:34:00,19:34:00,healthy,normal,,Php,3,17.04,49.7,155.13,164.55,-9.41,34.0838,39.4218,0
INC-01175,2026-05-01T19:35:00,19:35:00,failure,critical,Go,Go,2,89.56,106.59,123.23,108.44,14.79,46.9748,43.672,1
INC-01176,2026-05-01T19:36:00,19:36:00,failure,critical,Php,Php,3,100.0,132.66,81.64,50.82,30.81,57.9357,50.509,1
INC-01177,2026-05-01T19:37:00,19:37:00,healthy,normal,,Python,0,32.17,59.63,83.22,66.91,16.32,57.523,49.7293,0
INC-01178,2026-05-01T19:38:00,19:38:00,healthy,normal,,Php,3,33.2,39.3,120.45,97.36,23.1,54.3937,48.7904,0
INC-01179,2026-05-01T19:39:00,19:39:00,recovering,recovery,,Go,2,52.36,83.81,130.09,140.85,-10.76,61.4595,47.7716,0
INC-01180,2026-05-01T19:40:00,19:40:00,healthy,normal,,Ruby,5,30.53,33.26,108.76,97.84,10.92,49.6527,48.3138,0
INC-01181,2026-05-01T19:41:00,19:41:00,failure,critical,Node.js,Node.js,1,85.5,135.67,105.59,96.92,8.68,46.7534,52.3445,1
INC-01182,2026-05-01T19:42:00,19:42:00,healthy,normal,,Php,3,32.3,66.97,102.22,97.78,4.43,46.7781,52.1506,0
INC-01183,2026-05-01T19:43:00,19:43:00,recovering,recovery,,Ruby,5,44.98,48.45,119.3,117.51,1.79,49.1351,51.7644,0
INC-01184,2026-05-01T19:44:00,19:44:00,warning,degraded,Python,Python,0,74.83,46.23,48.52,44.52,4.0,53.6284,57.5439,1
INC-01185,2026-05-01T19:45:00,19:45:00,recovering,recovery,,Ruby,5,53.69,21.42,86.96,62.49,24.47,58.2602,53.9565,0
INC-01186,2026-05-01T19:46:00,19:46:00,warning,degraded,Php,Php,3,67.01,77.15,101.19,104.93,-3.75,54.5605,50.657,0
INC-01187,2026-05-01T19:47:00,19:47:00,healthy,normal,,Python,0,41.47,46.6,156.23,150.92,5.3,56.3947,51.5864,0
INC-01188,2026-05-01T19:48:00,19:48:00,recovering,recovery,,Node.js,1,47.89,60.75,95.59,92.81,2.78,56.9756,53.0553,0
INC-01189,2026-05-01T19:49:00,19:49:00,healthy,normal,,Php,3,28.81,63.45,125.41,137.74,-12.33,47.7707,50.6996,0
INC-01190,2026-05-01T19:50:00,19:50:00,healthy,normal,,Python,0,30.18,37.43,126.8,126.96,-0.16,43.0688,50.6645,0
INC-01191,2026-05-01T19:51:00,19:51:00,warning,degraded,Go,Go,2,65.01,46.05,158.94,161.25,-2.32,42.6707,48.6156,0
INC-01192,2026-05-01T19:52:00,19:52:00,warning,degraded,Node.js,Node.js,1,56.53,76.69,157.88,169.83,-11.95,45.6822,51.0385,1
INC-01193,2026-05-01T19:53:00,19:53:00,recovering,recovery,,Go,2,46.0,27.66,118.27,79.9,38.37,45.3048,51.1402,0
INC-01194,2026-05-01T19:54:00,19:54:00,healthy,normal,,Python,0,30.87,92.56,105.74,89.75,15.98,45.7177,46.7442,0
INC-01195,2026-05-01T19:55:00,19:55:00,warning,degraded,Java,Java,4,82.0,35.1,100.09,89.1,10.98,56.0812,49.575,1
INC-01196,2026-05-01T19:56:00,19:56:00,warning,degraded,Ruby,Ruby,5,42.81,26.41,112.77,86.23,26.54,51.6402,47.1555,1
INC-01197,2026-05-01T19:57:00,19:57:00,healthy,normal,,Ruby,5,33.56,52.65,106.98,109.09,-2.11,47.0476,46.3649,0
INC-01198,2026-05-01T19:58:00,19:58:00,healthy,normal,,Php,3,48.81,94.17,136.61,134.04,2.57,47.6091,46.4569,0
INC-01199,2026-05-01T19:59:00,19:59:00,healthy,normal,,Python,0,35.97,11.78,132.61,127.36,5.25,48.6299,47.1738,0
INC-01200,2026-05-01T20:00:00,20:00:00,healthy,normal,,Php,3,41.03,47.18,137.75,151.33,-13.58,40.436,48.2586,0
INC-01201,2026-05-01T20:01:00,20:01:00,recovering,recovery,,Python,0,50.8,59.53,157.78,115.13,42.65,42.0339,46.8371,0
INC-01202,2026-05-01T20:02:00,20:02:00,warning,degraded,Python,Python,0,59.66,50.67,175.89,170.21,5.68,47.2535,47.1506,1
INC-01203,2026-05-01T20:03:00,20:03:00,warning,degraded,Node.js,Node.js,1,47.06,57.64,123.74,108.36,15.38,46.9053,47.2572,0
INC-01204,2026-05-01T20:04:00,20:04:00,recovering,recovery,,Go,2,51.64,35.64,152.98,115.73,37.25,50.0391,49.3345,0
INC-01205,2026-05-01T20:05:00,20:05:00,healthy,normal,,Php,3,28.8,38.01,109.45,74.46,34.99,47.5927,44.0144,0
INC-01206,2026-05-01T20:06:00,20:06:00,failure,critical,Php,Php,3,81.6,127.03,155.55,163.01,-7.46,53.7524,47.8931,1
INC-01207,2026-05-01T20:07:00,20:07:00,healthy,normal,,Node.js,1,31.01,27.4,151.85,136.32,15.53,48.0218,47.6376,0
INC-01208,2026-05-01T20:08:00,20:08:00,failure,critical,Node.js,Node.js,1,100.0,129.11,150.25,152.13,-1.87,58.6088,52.7571,1
INC-01209,2026-05-01T20:09:00,20:09:00,healthy,normal,,Ruby,5,54.24,42.23,122.82,107.18,15.64,59.1279,54.5835,0
INC-01210,2026-05-01T20:10:00,20:10:00,recovering,recovery,,Node.js,1,51.74,40.6,99.95,70.96,28.99,63.7164,55.6545,0
INC-01211,2026-05-01T20:11:00,20:11:00,healthy,normal,,Go,2,31.28,56.41,78.16,60.09,18.07,53.6533,53.7028,0
INC-01212,2026-05-01T20:12:00,20:12:00,healthy,normal,,Python,0,25.58,13.59,118.8,93.94,24.86,52.5681,50.2949,0
INC-01213,2026-05-01T20:13:00,20:13:00,warning,degraded,Java,Java,4,68.75,45.42,165.99,180.34,-14.35,46.3177,52.4633,1
INC-01214,2026-05-01T20:14:00,20:14:00,healthy,normal,,Php,3,49.26,96.35,110.7,66.73,43.97,45.3227,52.2253,0
INC-01215,2026-05-01T20:15:00,20:15:00,warning,degraded,Python,Python,0,63.02,28.28,143.55,156.88,-13.33,47.5794,55.6479,0
INC-01216,2026-05-01T20:16:00,20:16:00,healthy,normal,,Python,0,15.97,75.71,145.32,158.43,-13.11,44.5166,49.0849,0
INC-01217,2026-05-01T20:17:00,20:17:00,warning,degraded,Php,Php,3,70.36,51.09,111.49,122.42,-10.93,53.4723,53.0202,0
INC-01218,2026-05-01T20:18:00,20:18:00,healthy,normal,,Php,3,42.88,37.94,159.49,133.7,25.79,48.2992,47.3085,0
INC-01219,2026-05-01T20:19:00,20:19:00,healthy,normal,,Node.js,1,22.31,23.59,32.74,35.42,-2.68,42.9092,44.1159,0
INC-01220,2026-05-01T20:20:00,20:20:00,healthy,normal,,Ruby,5,36.41,52.79,83.32,66.47,16.85,37.5873,42.5834,0
INC-01221,2026-05-01T20:21:00,20:21:00,healthy,normal,,Python,0,38.61,79.07,92.53,56.74,35.8,42.1157,43.3162,0
INC-01222,2026-05-01T20:22:00,20:22:00,healthy,normal,,Node.js,1,34.42,42.22,95.41,67.95,27.46,34.9267,44.1995,0
INC-01223,2026-05-01T20:23:00,20:23:00,healthy,normal,,Ruby,5,28.67,48.38,130.09,139.54,-9.45,32.0848,40.192,0
INC-01224,2026-05-01T20:24:00,20:24:00,healthy,normal,,Node.js,1,43.13,70.21,128.7,78.11,50.59,36.2476,39.5784,0
INC-01225,2026-05-01T20:25:00,20:25:00,healthy,normal,,Php,3,31.77,56.82,131.82,115.08,16.74,35.3198,36.4536,0
INC-01226,2026-05-01T20:26:00,20:26:00,healthy,normal,,Node.js,1,23.12,18.55,137.88,87.94,49.94,32.2216,37.1686,0
INC-01227,2026-05-01T20:27:00,20:27:00,failure,critical,Node.js,Node.js,1,71.6,131.98,91.5,68.0,23.5,39.6594,37.293,1
INC-01228,2026-05-01T20:28:00,20:28:00,healthy,normal,,Ruby,5,45.09,80.24,83.45,53.75,29.71,42.942,37.5134,0
INC-01229,2026-05-01T20:29:00,20:29:00,healthy,normal,,Node.js,1,39.93,49.26,131.89,135.82,-3.93,42.3032,39.2754,0
INC-01230,2026-05-01T20:30:00,20:30:00,warning,degraded,Java,Java,4,65.7,0.0,101.09,90.53,10.56,49.0893,42.2046,0
INC-01231,2026-05-01T20:31:00,20:31:00,healthy,normal,,Python,0,31.48,57.76,72.89,76.61,-3.72,50.7612,41.4914,0
INC-01232,2026-05-01T20:32:00,20:32:00,warning,degraded,Python,Python,0,60.77,46.03,149.14,140.81,8.33,48.5939,44.1267,0
INC-01233,2026-05-01T20:33:00,20:33:00,healthy,normal,,Python,0,26.39,13.42,161.85,175.69,-13.84,44.8554,43.8987,0
INC-01234,2026-05-01T20:34:00,20:34:00,healthy,normal,,Php,3,31.55,16.42,166.71,142.53,24.18,43.1784,42.7408,0
INC-01235,2026-05-01T20:35:00,20:35:00,healthy,normal,,Node.js,1,18.04,69.5,125.61,115.48,10.13,33.6455,41.3674,0
INC-01236,2026-05-01T20:36:00,20:36:00,warning,degraded,Java,Java,4,59.11,35.35,138.78,123.26,15.52,39.1723,44.9667,1
INC-01237,2026-05-01T20:37:00,20:37:00,warning,degraded,Go,Go,2,62.51,31.85,161.1,135.66,25.43,39.5212,44.0575,0
INC-01238,2026-05-01T20:38:00,20:38:00,healthy,normal,,Ruby,5,39.88,49.29,100.76,103.07,-2.32,42.2181,43.5368,0
INC-01239,2026-05-01T20:39:00,20:39:00,healthy,normal,,Python,0,34.68,37.12,153.32,141.4,11.92,42.8446,43.0115,0
INC-01240,2026-05-01T20:40:00,20:40:00,recovering,recovery,,Java,4,56.36,52.0,128.26,128.35,-0.08,50.5086,42.0771,0
INC-01241,2026-05-01T20:41:00,20:41:00,healthy,normal,,Php,3,45.79,45.95,147.41,146.41,1.01,47.8449,43.5086,0
INC-01242,2026-05-01T20:42:00,20:42:00,healthy,normal,,Php,3,43.47,26.0,125.58,87.35,38.24,44.0355,41.7783,0
INC-01243,2026-05-01T20:43:00,20:43:00,recovering,recovery,,Java,4,53.76,39.78,158.89,146.98,11.9,46.8125,44.5153,0
INC-01244,2026-05-01T20:44:00,20:44:00,warning,degraded,Php,Php,3,65.09,58.86,126.71,88.67,38.03,52.8954,47.87,0
INC-01245,2026-05-01T20:45:00,20:45:00,healthy,normal,,Go,2,27.15,50.84,75.48,67.3,8.18,47.0542,48.7814,0
INC-01246,2026-05-01T20:46:00,20:46:00,warning,degraded,Python,Python,0,70.92,48.36,163.56,153.53,10.02,52.0795,49.9622,0
INC-01247,2026-05-01T20:47:00,20:47:00,failure,critical,Python,Python,0,100.0,168.75,91.57,100.6,-9.03,63.3864,53.711,0
INC-01248,2026-05-01T20:48:00,20:48:00,healthy,normal,,Ruby,5,37.74,64.62,157.59,96.96,60.63,60.181,53.4967,0
INC-01249,2026-05-01T20:49:00,20:49:00,healthy,normal,,Go,2,50.34,67.05,117.29,75.73,41.57,57.2296,55.0625,0
INC-01250,2026-05-01T20:50:00,20:50:00,healthy,normal,,Java,4,22.8,46.68,155.28,99.15,56.13,56.358,51.7061,0
INC-01251,2026-05-01T20:51:00,20:51:00,recovering,recovery,,Go,2,40.77,54.4,154.04,123.11,30.93,50.3274,51.2035,0
INC-01252,2026-05-01T20:52:00,20:52:00,warning,degraded,Python,Python,0,71.84,41.38,132.9,134.34,-1.43,44.6957,54.0411,0
INC-01253,2026-05-01T20:53:00,20:53:00,healthy,normal,,Python,0,37.11,65.55,135.26,138.24,-2.98,44.5712,52.3761,0
INC-01254,2026-05-01T20:54:00,20:54:00,failure,critical,Php,Php,3,98.51,127.79,132.68,128.5,4.18,54.2057,55.7176,1
INC-01255,2026-05-01T20:55:00,20:55:00,healthy,normal,,Node.js,1,34.88,54.45,59.59,62.47,-2.89,56.6218,56.4899,0
INC-01256,2026-05-01T20:56:00,20:56:00,healthy,normal,,Python,0,28.06,53.21,123.55,94.07,29.48,54.0797,52.2036,0
INC-01257,2026-05-01T20:57:00,20:57:00,healthy,normal,,Go,2,33.29,49.64,86.52,55.72,30.79,46.3697,45.5327,0
INC-01258,2026-05-01T20:58:00,20:58:00,healthy,normal,,Python,0,22.74,108.76,125.14,78.72,46.42,43.4945,44.0329,0
INC-01259,2026-05-01T20:59:00,20:59:00,failure,critical,Go,Go,2,78.97,116.67,85.71,87.95,-2.23,39.5867,46.8962,1
INC-01260,2026-05-01T21:00:00,21:00:00,healthy,normal,,Node.js,1,42.78,36.49,84.45,81.51,2.94,41.1674,48.8946,0
INC-01261,2026-05-01T21:01:00,21:01:00,failure,critical,Java,Java,4,94.98,143.88,168.15,159.62,8.52,54.5526,54.3162,0
INC-01262,2026-05-01T21:02:00,21:02:00,healthy,normal,,Node.js,1,37.9,38.1,152.08,117.08,35.0,55.4751,50.9224,0
INC-01263,2026-05-01T21:03:00,21:03:00,healthy,normal,,Go,2,21.23,44.17,119.88,94.7,25.18,55.1737,49.3341,0
INC-01264,2026-05-01T21:04:00,21:04:00,recovering,recovery,,Python,0,47.13,28.27,125.54,135.47,-9.93,48.806,44.1964,0
INC-01265,2026-05-01T21:05:00,21:05:00,healthy,normal,,Python,0,25.2,59.83,112.56,71.13,41.43,45.2901,43.2287,0
INC-01266,2026-05-01T21:06:00,21:06:00,healthy,normal,,Node.js,1,44.41,60.09,137.1,135.3,1.8,35.1761,44.8643,0
INC-01267,2026-05-01T21:07:00,21:07:00,healthy,normal,,Go,2,30.33,43.7,99.72,75.27,24.45,33.6613,44.5682,0
INC-01268,2026-05-01T21:08:00,21:08:00,failure,critical,Go,Go,2,79.31,144.3,149.81,92.81,57.0,45.2779,50.2258,1
INC-01269,2026-05-01T21:09:00,21:09:00,healthy,normal,,Node.js,1,35.24,12.84,112.41,109.18,3.23,42.899,45.8525,0
INC-01270,2026-05-01T21:10:00,21:10:00,healthy,normal,,Php,3,29.88,35.86,107.4,82.21,25.19,43.8347,44.5624,0
INC-01271,2026-05-01T21:11:00,21:11:00,healthy,normal,,Java,4,46.87,46.6,120.65,115.95,4.7,44.3263,39.7512,0
INC-01272,2026-05-01T21:12:00,21:12:00,healthy,normal,,Php,3,29.12,26.55,102.27,97.54,4.72,44.0845,38.8729,0
INC-01273,2026-05-01T21:13:00,21:13:00,warning,degraded,Python,Python,0,53.81,15.03,129.86,112.64,17.22,38.983,42.1304,0
INC-01274,2026-05-01T21:14:00,21:14:00,healthy,normal,,Go,2,17.78,43.84,103.88,102.7,1.18,35.4906,39.1948,0
INC-01275,2026-05-01T21:15:00,21:15:00,healthy,normal,,Python,0,34.75,63.88,134.06,119.38,14.68,36.4656,40.1502,0
INC-01276,2026-05-01T21:16:00,21:16:00,healthy,normal,,Python,0,30.5,75.64,156.48,116.31,40.17,33.1925,38.7594,0
INC-01277,2026-05-01T21:17:00,21:17:00,healthy,normal,,Ruby,5,23.57,39.05,98.42,95.18,3.24,32.082,38.0833,0
INC-01278,2026-05-01T21:18:00,21:18:00,recovering,recovery,,Python,0,59.51,64.66,116.08,103.84,12.24,33.2235,36.1032,0
INC-01279,2026-05-01T21:19:00,21:19:00,healthy,normal,,Go,2,40.34,62.73,133.84,81.16,52.68,37.7358,36.6132,0
INC-01280,2026-05-01T21:20:00,21:20:00,recovering,recovery,,Go,2,49.77,74.37,106.92,112.36,-5.43,40.7399,38.6027,0
INC-01281,2026-05-01T21:21:00,21:21:00,healthy,normal,,Php,3,45.91,43.0,133.93,116.9,17.03,43.8219,38.5072,0
INC-01282,2026-05-01T21:22:00,21:22:00,healthy,normal,,Go,2,40.3,14.03,136.66,141.35,-4.69,47.1682,39.6251,0
INC-01283,2026-05-01T21:23:00,21:23:00,failure,critical,Python,Python,0,81.42,131.4,152.5,158.81,-6.31,51.5489,42.3862,1
INC-01284,2026-05-01T21:24:00,21:24:00,healthy,normal,,Node.js,1,26.69,29.72,101.82,83.75,18.07,48.8185,43.2771,0
INC-01285,2026-05-01T21:25:00,21:25:00,warning,degraded,Go,Go,2,71.54,35.53,91.72,78.31,13.41,53.1724,46.9561,1
INC-01286,2026-05-01T21:26:00,21:26:00,recovering,recovery,,Python,0,53.17,43.98,110.77,89.49,21.28,54.6237,49.2228,0
INC-01287,2026-05-01T21:27:00,21:27:00,healthy,normal,,Node.js,1,36.36,43.22,90.97,75.02,15.94,53.8352,50.5017,0
INC-01288,2026-05-01T21:28:00,21:28:00,healthy,normal,,Python,0,28.23,52.83,136.93,143.45,-6.51,43.1974,47.3731,0
